Date,FXE,EWJ,GLD,QQQ,SPY,SHV,DBA,USO,XBI,ILF,EPP,FEZ,Mkt-RF,SMB,HML,RF
2007-03-28,125.12916564941406,47.484745025634766,66.05000305175781,38.4810676574707,106.89076232910156,97.10045623779297,24.57080841064453,416.0,15.161270141601562,24.51340675354004,25.258886337280273,34.058685302734375,-0.74,0.22,0.02,0.019
2007-03-29,125.3542251586914,47.549564361572266,65.6500015258789,38.525291442871094,107.00377655029297,97.12711334228516,24.589658737182617,428.9599914550781,15.154927253723145,25.154491424560547,25.495607376098633,34.53059387207031,0.29,-0.2,0.13,0.019
2007-03-30,125.58866882324219,47.225440979003906,65.73999786376953,38.48991012573242,107.02642059326172,97.12711334228516,23.741413116455078,426.79998779296875,15.303999900817871,25.13053321838379,25.648334503173828,34.5554313659668,-0.07,0.31,-0.09,0.019
2007-04-02,125.81240844726562,46.96613311767578,65.8499984741211,38.542972564697266,107.14701080322266,97.13154602050781,23.628314971923828,428.4800109863281,15.367438316345215,25.49546241760254,25.778146743774414,34.73550033569336,0.22,0.09,-0.21,0.022000000000000002
2007-04-03,125.44574737548828,47.35508728027344,65.83000183105469,39.046974182128906,108.30023193359375,97.14936828613281,23.449241638183594,419.67999267578125,15.519682884216309,25.91534423828125,26.253507614135742,35.114288330078125,0.93,0.05,-0.09,0.022000000000000002
2007-04-04,125.6996078491211,47.711639404296875,66.80999755859375,39.206138610839844,108.42080688476562,97.20286560058594,23.731990814208984,418.6400146484375,15.60214900970459,26.037918090820312,26.4215030670166,35.31298828125,0.09,-0.18,-0.25,0.022000000000000002
2007-04-05,126.36708068847656,47.58198928833008,66.86000061035156,39.400665283203125,108.71475982666016,97.19393157958984,23.967613220214844,416.0799865722656,15.843209266662598,26.1506404876709,26.574230194091797,35.63587188720703,0.31,0.02,-0.13,0.022000000000000002
2007-04-09,125.64318084716797,47.51716232299805,66.52999877929688,39.303409576416016,108.86548614501953,97.20286560058594,23.995887756347656,402.79998779296875,15.887619018554688,26.418344497680664,26.641050338745117,35.5054817199707,0.05,-0.24,0.03,0.022000000000000002
2007-04-10,126.41412353515625,47.67922592163086,67.16000366210938,39.50677490234375,108.99359893798828,97.22955322265625,24.080713272094727,404.8800048828125,15.836868286132812,26.474702835083008,27.026687622070312,35.86562728881836,0.22,0.08,0.04,0.022000000000000002
2007-04-11,126.4705581665039,47.484745025634766,67.08000183105469,39.09117889404297,108.54890441894531,97.25634765625,24.09956169128418,403.67999267578125,15.748055458068848,26.316892623901367,26.784231185913086,35.685546875,-0.64,-0.12,0.14,0.022000000000000002
2007-04-12,126.94998931884766,47.419918060302734,66.98999786376953,39.400665283203125,109.0312728881836,97.28311157226562,24.02416229248047,413.20001220703125,16.103300094604492,26.443710327148438,27.080137252807617,35.95256042480469,0.61,0.23,-0.15,0.022000000000000002
2007-04-13,127.48590087890625,47.030967712402344,67.83999633789062,39.480247497558594,109.52872467041016,97.3008804321289,24.335186004638672,412.1600036621094,16.223827362060547,26.74240493774414,27.05913543701172,36.28786849975586,0.34,0.23,-0.05,0.022000000000000002
2007-04-16,127.54230499267578,47.711639404296875,68.4000015258789,39.84276580810547,110.56879425048828,97.31871795654297,24.13726234436035,409.6000061035156,16.36972427368164,27.080564498901367,27.395130157470703,36.77841567993164,1.06,0.29,0.04,0.022000000000000002
2007-04-17,127.73973846435547,47.419918060302734,68.0,39.93119812011719,110.86280059814453,97.32762908935547,23.816816329956055,402.32000732421875,16.32849884033203,27.072105407714844,27.42757797241211,36.803245544433594,0.09,-0.44,-0.05,0.022000000000000002
2007-04-18,127.99358367919922,47.484745025634766,68.37999725341797,39.79855728149414,110.99848175048828,97.38998413085938,23.675439834594727,401.1199951171875,16.32849884033203,26.905851364135742,27.35694694519043,36.747371673583984,0.0,-0.74,0.56,0.022000000000000002
2007-04-19,128.18157958984375,47.25785446166992,67.52999877929688,39.92234802246094,110.96829223632812,97.39887237548828,23.967613220214844,393.760009765625,16.306293487548828,26.936845779418945,26.99422836303711,36.64801025390625,-0.23,-0.37,-0.07,0.022000000000000002
2007-04-20,128.04063415527344,47.452327728271484,68.69999694824219,40.14340591430664,112.01593780517578,97.38998413085938,24.033588409423828,400.3999938964844,16.474395751953125,27.298954010009766,27.37603759765625,37.26274490356445,0.89,0.22,-0.04,0.022000000000000002
2007-04-23,127.86199188232422,46.9337272644043,68.26000213623047,40.20531463623047,111.59386444091797,97.42560577392578,23.562341690063477,409.760009765625,16.839160919189453,27.108745574951172,27.13740348815918,36.91501998901367,-0.24,0.08,-0.33,0.022000000000000002
2007-04-24,128.47305297851562,46.868900299072266,67.7300033569336,40.40867233276367,111.63909912109375,97.4345474243164,23.515216827392578,403.1199951171875,16.80743980407715,27.007291793823242,26.803316116333008,36.97711944580078,-0.1,-0.06,-0.24,0.022000000000000002
2007-04-25,128.55763244628906,47.12820053100586,67.88999938964844,40.94804382324219,112.66413116455078,97.4613037109375,24.080713272094727,410.55999755859375,16.89307975769043,27.317272186279297,27.24241065979004,37.436607360839844,0.91,-0.39,0.19,0.022000000000000002
2007-04-26,128.16285705566406,46.90131378173828,66.87000274658203,41.16025161743164,112.79229736328125,97.4345474243164,23.97703742980957,407.5199890136719,17.073867797851562,27.15101432800293,27.089679718017578,37.2379150390625,-0.02,0.33,-0.32,0.022000000000000002
2007-04-27,128.74575805664062,46.64201354980469,67.55999755859375,41.17794418334961,112.7018051147461,97.47022247314453,23.666015625,414.7200012207031,16.969194412231445,27.094655990600586,26.9923152923584,37.231712341308594,-0.13,-0.32,-0.36,0.022000000000000002
2007-04-30,128.71743774414062,46.28547668457031,67.08999633789062,40.63856887817383,111.7672119140625,97.48802185058594,23.42096710205078,409.9200134277344,16.667879104614258,26.571922302246094,26.648691177368164,37.26274490356445,-0.93,-0.87,-0.03,0.022000000000000002
2007-05-01,128.33009338378906,46.28547668457031,66.69000244140625,40.60319900512695,112.05363464355469,97.5157241821289,23.807390213012695,402.8800048828125,16.797922134399414,26.597286224365234,26.746055603027344,37.2379150390625,0.22,-0.06,-0.02,0.018000000000000002
2007-05-02,128.19815063476562,46.544769287109375,66.66000366210938,41.0452995300293,112.70939636230469,97.56043243408203,23.675439834594727,396.7200012207031,17.11827850341797,27.094655990600586,27.089679718017578,37.436607360839844,0.79,0.64,0.01,0.018000000000000002
2007-05-03,127.82109069824219,46.60960006713867,67.48999786376953,41.19563674926758,113.31990814208984,97.56936645507812,23.97703742980957,394.239990234375,17.06436538696289,27.580753326416016,27.286312103271484,37.436607360839844,0.37,-0.34,0.16,0.018000000000000002
2007-05-04,128.2546844482422,46.771663665771484,68.19000244140625,41.230987548828125,113.74950408935547,97.58723449707031,24.13726234436035,386.3999938964844,17.067527770996094,27.88367462158203,27.43331527709961,37.7470817565918,0.25,0.2,-0.01,0.018000000000000002
2007-05-07,128.26414489746094,46.9985466003418,68.25,41.230987548828125,113.7720947265625,97.56936645507812,23.86393928527832,384.4800109863281,17.048503875732422,27.773780822753906,27.51158332824707,37.753292083740234,0.18,-0.38,0.28,0.018000000000000002
2007-05-08,127.7362289428711,46.90131378173828,67.87999725341797,41.31941223144531,113.62136840820312,97.60508728027344,23.402118682861328,389.1199951171875,17.01995086669922,27.573707580566406,27.343591690063477,37.46146774291992,-0.13,-0.04,-0.11,0.018000000000000002
2007-05-09,127.76449584960938,47.484745025634766,67.44999694824219,41.407840728759766,113.93034362792969,97.65876007080078,23.46809196472168,384.0799865722656,17.029464721679688,28.36273765563965,27.677677154541016,37.60426330566406,0.35,0.08,-0.05,0.018000000000000002
2007-05-10,127.25548553466797,46.771663665771484,66.0,40.8419189453125,112.73954010009766,97.66766357421875,23.298444747924805,385.20001220703125,16.65836524963379,27.68219566345215,27.299673080444336,36.71010971069336,-1.42,-0.52,0.27,0.018000000000000002
2007-05-11,127.71735382080078,47.12820053100586,66.44999694824219,41.36362075805664,113.70425415039062,97.67662811279297,23.873363494873047,388.55999755859375,16.966033935546875,28.162660598754883,27.79222297668457,37.50490951538086,0.95,0.19,0.04,0.018000000000000002
2007-05-14,127.79275512695312,46.9985466003418,66.27999877929688,41.0806770324707,113.45553588867188,97.6855239868164,23.807390213012695,388.4800109863281,16.877216339111328,27.82732582092285,27.643310546875,37.318634033203125,-0.28,-0.57,-0.02,0.018000000000000002
2007-05-15,128.19815063476562,46.60960006713867,66.54000091552734,40.76235580444336,113.48567199707031,97.72130584716797,23.882789611816406,391.9200134277344,16.80743980407715,27.96822738647461,27.555490493774414,37.58564376831055,-0.27,-0.76,0.17,0.018000000000000002
2007-05-16,127.6702880859375,46.70682907104492,65.5999984741211,41.16025161743164,114.26202392578125,97.77490997314453,23.845088958740234,388.239990234375,16.9089412689209,28.917865753173828,27.5478572845459,37.62910079956055,0.82,-0.21,0.05,0.018000000000000002
2007-05-17,127.34979248046875,46.31788635253906,65.05999755859375,40.965736389160156,114.03588104248047,97.78385925292969,23.684865951538086,401.2799987792969,16.80743980407715,28.88405418395996,27.662403106689453,37.44282531738281,-0.1,-0.35,-0.02,0.018000000000000002
2007-05-18,127.61372375488281,46.188232421875,65.5199966430664,41.30171203613281,115.03083801269531,97.79283905029297,23.449241638183594,400.79998779296875,16.931150436401367,29.296886444091797,27.72730255126953,38.09482192993164,0.66,0.4,-0.5,0.018000000000000002
2007-05-21,127.19889831542969,46.188232421875,65.66999816894531,41.56698226928711,114.97046661376953,97.79283905029297,23.882789611816406,406.55999755859375,17.038986206054688,29.553327560424805,27.643310546875,37.771907806396484,0.31,0.89,-0.19,0.018000000000000002
2007-05-22,126.96331024169922,46.64201354980469,65.19999694824219,41.60236740112305,114.88007354736328,97.79283905029297,23.55291748046875,399.3599853515625,17.21660614013672,29.333518981933594,27.47149658203125,37.81538772583008,0.08,0.7,0.01,0.018000000000000002
2007-05-23,127.18954467773438,46.70682907104492,65.54000091552734,41.407840728759766,114.8951644897461,97.84642791748047,23.65658950805664,401.3599853515625,17.159515380859375,29.177122116088867,27.56885528564453,38.00787353515625,-0.18,-0.19,-0.16,0.018000000000000002
2007-05-24,126.83129119873047,46.479949951171875,64.75,40.81541442871094,113.85499572753906,97.86431121826172,24.080713272094727,391.44000244140625,16.9279727935791,28.242979049682617,26.879674911499023,37.56079864501953,-1.07,-0.39,-0.08,0.018000000000000002
2007-05-25,127.01982879638672,46.28547668457031,64.94000244140625,41.071842193603516,114.32987213134766,97.8821792602539,24.504833221435547,396.0,16.99140739440918,28.960142135620117,27.122133255004883,37.90851974487305,0.55,0.24,-0.07,0.018000000000000002
2007-05-29,127.03870391845703,46.771663665771484,65.06999969482422,41.39015579223633,114.74435424804688,97.89112854003906,24.108985900878906,387.20001220703125,17.111942291259766,28.99395751953125,27.2042236328125,37.92094039916992,0.24,0.61,-0.03,0.018000000000000002
2007-05-30,126.96331024169922,46.868900299072266,64.72000122070312,41.726139068603516,115.67897033691406,97.93580627441406,24.721609115600586,385.67999267578125,17.105594635009766,29.6420841217041,27.358863830566406,38.06376647949219,0.77,-0.21,-0.05,0.018000000000000002
2007-05-31,127.12351989746094,47.32268524169922,65.54000091552734,41.920677185058594,115.55842590332031,97.94474029541016,24.834707260131836,391.67999267578125,17.048503875732422,29.666048049926758,27.47149658203125,38.30592727661133,0.13,0.36,-0.32,0.018000000000000002
2007-06-01,126.93635559082031,47.58198928833008,66.44000244140625,41.94719696044922,116.13124084472656,97.96002197265625,24.872407913208008,395.67999267578125,17.175369262695312,30.605823516845703,27.767398834228516,38.58536148071289,0.44,0.31,0.04,0.019
2007-06-04,127.5223159790039,47.74403381347656,66.54000091552734,42.071006774902344,116.14629364013672,98.0048828125,24.721609115600586,402.79998779296875,17.188060760498047,30.522705078125,28.05376434326172,38.65986251831055,0.18,0.07,-0.01,0.019
2007-06-05,127.84375,47.67922592163086,66.37000274658203,42.071006774902344,115.6865234375,97.99590301513672,24.797008514404297,400.1600036621094,17.130958557128906,30.335298538208008,27.944944381713867,38.41149139404297,-0.55,-0.12,-0.22,0.019
2007-06-06,127.65467834472656,47.484745025634766,66.41000366210938,41.62004852294922,114.44286346435547,98.01382446289062,24.608510971069336,402.4800109863281,16.899429321289062,29.475831985473633,27.5955753326416,37.7160530090332,-0.92,0.11,0.02,0.019
2007-06-07,126.92687225341797,47.29026794433594,65.26000213623047,40.97457504272461,112.3777084350586,98.05870819091797,25.032630920410156,405.20001220703125,16.42999839782715,28.540271759033203,27.223308563232422,36.82186508178711,-1.75,-0.05,0.11,0.019
2007-06-08,126.37870788574219,47.51716232299805,64.22000122070312,41.47856903076172,113.8399658203125,98.07666778564453,24.910106658935547,392.4800109863281,16.556869506835938,29.28561782836914,27.681486129760742,37.3807258605957,1.07,-0.03,-0.05,0.019
2007-06-11,126.3219985961914,47.452327728271484,64.69999694824219,41.39899826049805,114.03588104248047,98.08563995361328,25.315378189086914,398.7200012207031,16.59809684753418,29.678714752197266,27.681486129760742,37.36208724975586,0.08,-0.31,0.17,0.019
2007-06-12,125.84941864013672,46.836483001708984,64.0999984741211,41.15140914916992,112.79229736328125,98.09461212158203,25.419052124023438,396.4800109863281,16.334842681884766,29.09821891784668,27.209949493408203,36.66664123535156,-1.06,-0.18,-0.08,0.019
2007-06-13,126.0478744506836,46.96613311767578,64.52999877929688,41.60236740112305,114.4805908203125,98.07666778564453,25.711227416992188,400.7200012207031,16.572725296020508,29.766075134277344,27.643310546875,37.275169372558594,1.37,-0.21,-0.19,0.019
2007-06-14,125.98177337646484,47.030967712402344,64.5999984741211,41.876468658447266,115.211669921875,98.14844512939453,25.918575286865234,408.79998779296875,16.69959831237793,30.356443405151367,27.752126693725586,37.790550231933594,0.5,0.13,-0.12,0.019
2007-06-15,126.64339447021484,47.452327728271484,64.8499984741211,42.26316833496094,115.86722564697266,98.17536163330078,26.26729965209961,412.239990234375,16.98167610168457,31.06233787536621,27.977399826049805,38.36652755737305,0.69,0.49,0.01,0.019
2007-06-18,126.8985595703125,47.35508728027344,64.94999694824219,42.272010803222656,115.73095703125,98.18437194824219,26.53119659423828,417.1199951171875,16.705013275146484,31.16660499572754,28.095760345458984,38.41720962524414,-0.13,-0.02,-0.02,0.019
2007-06-19,127.05924224853516,47.32268524169922,65.4800033569336,42.26316833496094,116.01863098144531,98.21123504638672,25.560426712036133,416.9599914550781,16.64776611328125,31.039796829223633,28.378305435180664,38.543949127197266,0.14,0.02,0.11,0.019
2007-06-20,126.93635559082031,46.9985466003418,64.70999908447266,41.86497116088867,114.40625,98.23815155029297,25.664100646972656,412.3999938964844,16.348834991455078,30.40011978149414,28.216028213500977,38.018043518066406,-1.29,0.09,-0.18,0.019
2007-06-21,126.78516387939453,47.225440979003906,64.55999755859375,42.245487213134766,115.04206848144531,98.24710845947266,25.607553482055664,412.79998779296875,16.345659255981445,30.72981071472168,28.50811767578125,38.258811950683594,0.56,-0.18,-0.03,0.019
2007-06-22,127.5223159790039,46.771663665771484,64.77999877929688,41.84727478027344,113.95967102050781,98.2740707397461,25.155155181884766,415.1199951171875,16.09125328063965,30.4057559967041,28.135848999023438,37.859615325927734,-1.25,0.6,-0.01,0.019
2007-06-25,127.5602035522461,46.51236343383789,64.43000030517578,41.6702880859375,113.41471099853516,98.28301239013672,24.787582397460938,415.67999267578125,15.906805992126465,29.898517608642578,28.154943466186523,37.77723693847656,-0.39,-0.41,-0.09,0.019
2007-06-26,127.4751205444336,46.57719039916992,63.619998931884766,41.43136215209961,112.24895477294922,98.29198455810547,25.13630485534668,408.9599914550781,15.840021133422852,29.41947364807129,27.943035125732422,37.59349060058594,-0.35,0.15,-0.24,0.019
2007-06-27,127.41838836669922,46.67443084716797,63.66999816894531,42.06848907470703,113.8461685180664,98.3188705444336,24.731033325195312,415.0400085449219,16.313854217529297,29.806936264038086,27.796035766601562,37.83427429199219,0.92,0.49,-0.36,0.019
2007-06-28,127.40896606445312,46.57719039916992,64.26000213623047,42.050785064697266,113.8310317993164,98.34585571289062,24.797008514404297,419.760009765625,16.371095657348633,29.973196029663086,28.036577224731445,37.96732711791992,0.03,0.17,0.06,0.019
2007-06-29,128.2690887451172,47.030967712402344,64.2699966430664,42.121585845947266,113.86882019042969,98.3727798461914,24.881832122802734,424.0,16.177114486694336,30.078872680664062,28.028934478759766,38.132076263427734,-0.19,-0.33,-0.03,0.019
2007-07-02,129.18939208984375,47.87369155883789,65.0199966430664,42.50210189819336,114.89826965332031,98.3763427734375,24.797008514404297,428.239990234375,16.434696197509766,30.673450469970703,28.540563583374023,38.71501541137695,1.06,-0.08,0.14,0.019
2007-07-03,129.1324920654297,47.776458740234375,64.73999786376953,42.7498779296875,115.31462860107422,98.35830688476562,24.4765625,428.32000732421875,16.514202117919922,30.855213165283203,28.460391998291016,38.898773193359375,0.36,-0.05,-0.12,0.019
2007-07-05,129.01878356933594,47.64680862426758,64.41999816894531,43.059574127197266,115.1935043334961,98.40337371826172,24.853557586669922,433.20001220703125,16.54281997680664,31.206045150756836,28.636024475097656,38.71501541137695,0.07,0.2,-0.59,0.019
2007-07-06,129.27459716796875,47.419918060302734,64.95999908447266,43.236572265625,115.79907989501953,98.40337371826172,25.17400550842285,437.44000244140625,16.568262100219727,31.47657585144043,28.933837890625,39.03184127807617,0.4,-0.08,-0.08,0.019
2007-07-09,129.17031860351562,47.419918060302734,65.37999725341797,43.263126373291016,115.88987731933594,98.430419921875,25.1080322265625,434.79998779296875,16.66366958618164,31.56111717224121,29.22783851623535,39.050846099853516,0.1,0.07,-0.09,0.019
2007-07-10,130.26976013183594,47.51716232299805,65.61000061035156,42.900299072265625,114.23977661132812,98.46644592285156,25.598127365112305,437.760009765625,16.568262100219727,31.008792877197266,28.826934814453125,38.46157455444336,-1.43,-0.16,-0.36,0.019
2007-07-11,130.48779296875,47.35508728027344,65.44000244140625,43.19233703613281,115.0497055053711,98.46644592285156,25.61697769165039,437.2799987792969,16.670026779174805,31.55124855041504,28.931930541992188,38.829078674316406,0.55,-0.29,-0.11,0.019
2007-07-12,130.81002807617188,47.67922592163086,66.0199966430664,43.85600280761719,116.86638641357422,98.48445129394531,25.87145233154297,437.9200134277344,16.800411224365234,32.49102783203125,29.46074676513672,39.76686096191406,1.78,-0.18,-0.27,0.019
2007-07-13,130.8668975830078,47.90610885620117,66.02999877929688,44.1568717956543,117.21454620361328,98.5024642944336,25.98455047607422,444.32000732421875,16.937150955200195,32.57558059692383,29.472200393676758,39.62746810913086,0.28,-0.3,0.03,0.019
2007-07-16,130.79103088378906,47.808868408203125,65.81999969482422,44.11262893676758,117.19939422607422,98.51148986816406,25.1080322265625,446.0799865722656,16.695466995239258,32.231788635253906,29.3042049407959,39.62110900878906,-0.31,-0.44,-0.33,0.019
2007-07-17,130.79103088378906,47.549564361572266,65.75,44.44888687133789,117.13892364501953,98.52952575683594,24.599084854125977,445.1199951171875,16.670026779174805,32.19514465332031,29.33856201171875,39.45004653930664,0.02,0.15,-0.17,0.019
2007-07-18,130.9806365966797,47.32268524169922,66.62000274658203,44.395809173583984,116.92694854736328,98.55657196044922,25.042057037353516,452.6400146484375,16.695466995239258,32.26559829711914,29.231660842895508,39.221927642822266,-0.25,-0.19,-0.24,0.019
2007-07-19,130.9615936279297,47.549564361572266,67.01000213623047,44.52854537963867,117.381103515625,98.57459259033203,24.928956985473633,456.6400146484375,16.870370864868164,32.55020523071289,29.56382942199707,39.45004653930664,0.44,0.33,-0.46,0.019
2007-07-20,131.27439880371094,47.35508728027344,67.58000183105469,44.28961181640625,116.19268798828125,98.61063385009766,24.86298370361328,456.0,16.54281997680664,32.08948516845703,29.521825790405273,38.80373764038086,-1.25,-0.26,-0.19,0.019
2007-07-23,131.0564422607422,47.64680862426758,67.47000122070312,44.30730056762695,116.54844665527344,98.61063385009766,24.22208595275879,451.0400085449219,16.517379760742188,32.82215881347656,29.79100799560547,39.050846099853516,0.36,-0.4,-0.47,0.019
2007-07-24,131.2459716796875,47.484745025634766,67.47000122070312,43.65247344970703,114.52737426757812,98.61966705322266,24.438859939575195,441.2799987792969,16.377458572387695,31.52166175842285,29.43973731994629,38.25246047973633,-2.04,-0.5,-0.29,0.019
2007-07-25,130.3076934814453,47.51716232299805,66.9000015258789,43.71443557739258,114.76204681396484,98.64669036865234,24.533109664916992,459.5199890136719,16.631868362426758,31.314542770385742,29.58483123779297,38.05604553222656,0.3,-0.45,0.1,0.019
2007-07-26,130.544677734375,46.67443084716797,65.6500015258789,43.34278106689453,112.0445785522461,98.70077514648438,24.61793327331543,449.760009765625,16.488759994506836,29.694215774536133,28.120580673217773,36.80778121948242,-2.36,-0.03,-0.18,0.019
2007-07-27,129.59689331054688,46.220638275146484,65.41000366210938,42.46670913696289,109.84181213378906,98.70077514648438,24.504833221435547,461.9200134277344,16.148496627807617,29.623756408691406,27.366500854492188,36.30720138549805,-1.51,-0.06,0.13,0.019
2007-07-30,130.17503356933594,46.9985466003418,65.7699966430664,42.96226501464844,111.56006622314453,98.70077514648438,24.34461212158203,460.0,16.1866512298584,30.415611267089844,28.059476852416992,37.06123352050781,0.93,-0.22,-0.06,0.019
2007-07-31,130.07073974609375,46.771663665771484,65.79000091552734,42.059661865234375,110.3036117553711,98.7367935180664,24.7027587890625,468.239990234375,15.999030113220215,30.250761032104492,27.87239646911621,36.90283966064453,-1.19,0.36,-0.13,0.019
2007-08-01,129.9386444091797,46.41512680053711,65.93000030517578,42.38705062866211,110.84101104736328,98.77116394042969,24.42000961303711,462.0799865722656,15.890907287597656,29.98305320739746,27.486772537231445,37.105594635009766,0.51,-0.5,-0.29,0.018000000000000002
2007-08-02,130.2617950439453,46.188232421875,65.88999938964844,42.77640914916992,111.72664642333984,98.80738830566406,24.646207809448242,461.6000061035156,16.329757690429688,30.363481521606445,27.675765991210938,37.2449951171875,0.55,0.15,-0.29,0.018000000000000002
2007-08-03,131.0887908935547,45.539981842041016,66.69000244140625,41.96230697631836,108.8502426147461,98.83454132080078,24.533109664916992,451.5199890136719,16.221628189086914,28.96436882019043,26.784231185913086,36.73807907104492,-2.66,-0.63,-0.76,0.018000000000000002
2007-08-06,131.0602569580078,46.220638275146484,66.5199966430664,42.449005126953125,110.67448425292969,98.8254623413086,24.589658737182617,433.6000061035156,16.58734130859375,29.34199333190918,27.337862014770508,37.264007568359375,2.07,-1.17,-0.38,0.018000000000000002
2007-08-07,130.737060546875,46.1234130859375,66.4800033569336,42.7498779296875,111.85530853271484,98.83454132080078,24.74045753479004,434.8800048828125,17.003938674926758,29.750577926635742,27.366500854492188,37.63783645629883,0.65,0.29,-0.63,0.018000000000000002
2007-08-08,131.2503662109375,46.51236343383789,66.7699966430664,43.218868255615234,113.41471099853516,98.85261535644531,24.994932174682617,434.1600036621094,17.401443481445312,30.574825286865234,28.141572952270508,38.030696868896484,1.47,1.19,-0.74,0.018000000000000002
2007-08-09,130.13818359375,45.76686477661133,65.45999908447266,42.21892547607422,110.05381774902344,98.91593170166016,24.787582397460938,430.239990234375,17.25834846496582,29.292675018310547,27.16031265258789,36.94718551635742,-2.74,1.66,-0.54,0.018000000000000002
